City_State,Timestamp,Traffic_Congestion (%),Avg_Vehicle_Speed (MPH),PM2.5_Level (µg/m³),CO2_Emissions (Metric Tons),Noise_Pollution (dB),Renewable_Energy (%),Electricity_Consumption (MWh),Water_Consumption (Million Gallons),Temperature (°F),Sensor_Reliability (0-1),Traffic_Incident,Weather_Condition
"Philadelphia, PA",01-03-2024 16:00,31,66,22.78,141.73,77,42.8,1981.21,48.57,67.5,0.76,Clear,Sunny
"Phoenix, AZ",01-03-2024 17:00,67,16,47.52,295.97,66,70.79,2165.99,165.53,98.7,0.84,Clear,Cloudy
"New York, NY",01-03-2024 18:00,39,19,41.08,131.42,57,38,4870.16,31.2,40.6,0.94,Clear,Rainy
"San Diego, CA",01-03-2024 19:00,30,63,17.43,347.24,74,22.58,3266.25,185.79,52.8,0.82,Event Nearby,Rainy
"New York, NY",01-03-2024 20:00,35,35,39.26,350.71,52,20.66,2666.97,29.92,52.8,0.82,Accident,Cloudy
"Phoenix, AZ",01-03-2024 21:00,80,26,24.71,65.53,52,39.87,4922.21,100.92,62.3,0.96,Road Construction,Rainy
"Los Angeles, CA",01-03-2024 22:00,34,45,47.08,378.5,53,18.08,3657.55,116.96,87.8,0.94,Clear,Rainy
"Phoenix, AZ",01-03-2024 23:00,76,46,42.32,174.29,47,59.74,3182.86,191.53,42.3,0.88,Event Nearby,Rainy
"San Jose, CA",02-03-2024 00:00,73,56,32.71,182.97,60,59.02,4105.1,102.67,36.5,0.85,Accident,Rainy
"Philadelphia, PA",02-03-2024 01:00,25,22,26.23,257.41,53,15.29,2965.23,172.52,80.7,0.76,Road Construction,Foggy
"New York, NY",02-03-2024 02:00,33,65,25.9,61.91,83,40,4747.91,172.64,62.9,0.77,Heavy Traffic,Snowy
"San Diego, CA",02-03-2024 03:00,71,23,18.29,58.43,41,68.95,1765.74,48.12,52.3,0.93,Road Construction,Foggy
"Phoenix, AZ",02-03-2024 04:00,40,55,20.56,284.01,67,16.55,2774.17,94.62,60.2,0.88,Event Nearby,Sunny
"San Diego, CA",02-03-2024 05:00,30,57,28.35,299.96,58,74.28,4230.85,47.65,86,0.74,Accident,Cloudy
"Chicago, IL",02-03-2024 06:00,52,38,19.4,91.83,85,68.7,4390.73,186.59,60.1,0.93,Heavy Traffic,Sunny
"Philadelphia, PA",02-03-2024 07:00,82,29,38.25,210.6,56,33.56,3587.68,175.19,39.1,0.71,Road Construction,Sunny
"Los Angeles, CA",02-03-2024 08:00,63,65,32.95,247.96,50,40.47,2690.02,97.93,84.1,0.71,Clear,Foggy
"San Diego, CA",02-03-2024 09:00,24,67,10.75,283.96,76,10.8,2011.1,81.89,39.3,0.96,Event Nearby,Rainy
"Phoenix, AZ",02-03-2024 10:00,43,25,9.98,244.37,76,60.66,3485.79,162.79,88.3,0.99,Accident,Foggy
"Houston, TX",02-03-2024 11:00,83,50,36.8,186.31,58,75.97,1045.85,191.97,94.8,0.94,Event Nearby,Foggy
"New York, NY",02-03-2024 12:00,56,46,8.97,259.37,56,73.6,3966.93,129.5,46.6,0.74,Event Nearby,Snowy
"Chicago, IL",02-03-2024 13:00,65,57,49.31,386.72,58,29.74,2733.76,96.6,54.4,0.76,Heavy Traffic,Rainy
"Houston, TX",02-03-2024 14:00,87,67,19.65,128.7,55,77.65,2462.13,180.52,96.4,0.98,Heavy Traffic,Rainy
"Los Angeles, CA",02-03-2024 15:00,70,64,47.46,193.05,62,61.92,1707.78,23.11,70.5,0.94,Accident,Cloudy
"Chicago, IL",02-03-2024 16:00,83,44,11.76,140.45,46,25.61,2693.91,31.12,54.2,0.98,Heavy Traffic,Sunny
"New York, NY",02-03-2024 17:00,42,49,29.05,105.88,61,30.27,1580.18,17.44,81.4,0.78,Road Construction,Foggy
"Houston, TX",02-03-2024 18:00,64,18,33.3,184,50,48.22,3949.8,123.64,44.5,0.79,Accident,Snowy
"Dallas, TX",02-03-2024 19:00,30,22,34.48,380.02,52,75.03,1539.92,167.74,52.3,0.77,Event Nearby,Sunny
"Los Angeles, CA",02-03-2024 20:00,69,15,45.27,67.87,54,62.95,1733.9,65.83,35.2,0.85,Clear,Cloudy
"Chicago, IL",02-03-2024 21:00,68,36,19.87,237.13,80,68.19,1774,161.11,56.4,0.76,Event Nearby,Rainy
"Chicago, IL",02-03-2024 22:00,59,22,27.04,213.99,76,12.33,2393.92,198.7,81.7,0.77,Clear,Snowy
"Chicago, IL",02-03-2024 23:00,74,42,27.66,386.2,57,28.78,3737.78,110.22,56.5,0.79,Heavy Traffic,Foggy
"San Diego, CA",03-03-2024 00:00,88,51,46.01,201.98,72,50.5,4834.05,95.87,70.3,0.99,Accident,Rainy
"Dallas, TX",03-03-2024 01:00,59,18,12.06,70.24,63,40.93,3343.09,122.87,36,0.98,Event Nearby,Cloudy
"San Diego, CA",03-03-2024 02:00,53,65,22.09,238.08,42,76.93,3936.58,28.85,86.3,0.79,Event Nearby,Sunny
"Dallas, TX",03-03-2024 03:00,90,54,19.9,231.57,87,25.32,1066.81,154.03,57.9,0.76,Clear,Rainy
"San Jose, CA",03-03-2024 04:00,53,41,8.77,66.69,56,11.1,2685.95,101.37,59.2,0.89,Road Construction,Snowy
"Los Angeles, CA",03-03-2024 05:00,83,58,33.98,136.61,47,35.97,4895.77,177.53,97.7,1,Accident,Sunny
"Houston, TX",03-03-2024 06:00,62,30,36.88,298.58,73,24.91,3192.65,42.62,65,0.8,Road Construction,Rainy
"Chicago, IL",03-03-2024 07:00,25,45,27.71,243.89,57,56.49,1762.1,75.09,69.5,0.91,Accident,Rainy
"Chicago, IL",03-03-2024 08:00,90,24,39.84,191.32,78,28.15,1463.58,68.84,55.4,0.94,Event Nearby,Snowy
"Phoenix, AZ",03-03-2024 09:00,20,60,23.07,284.4,79,20.17,2158.5,136.08,46.4,0.91,Road Construction,Snowy
"Dallas, TX",03-03-2024 10:00,62,22,28.31,52.69,49,48.55,2722.02,81.85,82.4,0.74,Clear,Rainy
"Chicago, IL",03-03-2024 11:00,83,69,46.06,397.16,78,23.95,1144.13,166.76,85.4,0.9,Event Nearby,Cloudy
